name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Honduras Relationship Coffee Norma Lara,A&E Coffee & Tea,Medium-Light,United States,Ocotepeque Department,Honduras,5.29,93,February 2022,richly floraltoned deeply sweet jasmine grapefruit zest cocoa nib marjoram maple syrup in aroma and cup sweettoned structure with juicy bright acidity syrupysmooth mouthfeel balanced floral citrusy finish,produced by norma lara from trees of the pacas and catuai varieties of arabica and processed by the washed method founded in  ae coffee  tea is a specialty coffee roaster and cafe in nashua new hampshire visit aeroasterycom for more information,a balanced and integrated washed honduras cup with deep floral notes throughout supported by citrus and cocoa
Ethiopia Hambela Goro,Jaunt Coffee Roasters,Light,United States,Guji Zone,Oromia Region,7.35,92,February 2022,brightly sweet deeply pungent amber red currant baking chocolate violet cedar in aroma and cup sweettoned structure with brisk acidity crisp silky mouthfeel the finish consolidates around amber and currant notes with crisp chocolate undertones,southern ethiopia coffees like this one are largely produced from distinctive indigenous ethiopian varieties of arabica long grown in the region this is a dryprocessed or natural version meaning the beans were dried inside the fruit rather than after the fruit has been removed as is the case with wetprocessed or washed coffees jaunt coffee roasters is a san diegobased roaster and caf with an extensive coffee and food menu visit wwwjauntcoffeecom for more information,a sweettoned fruitforward naturalprocessed ethiopia cup with delicate florals and perfumy resin notes throughout
Sumatra Batak Triple-Picked,A&E Coffee & Tea,Medium-Light,United States,Lintong Growing Region,Sumatra,5.29,92,February 2022,spicetoned sweetly earthy dark chocolate fresh humus pipe tobacco pink peppercorn narcissus in aroma and cup vibrantly sweetsavory structure plush velvety mouthfeel dark chocolate carries the lingering finish,certified fair trade and usda organic produced by smallholding farmers from trees of the typica catimor linies and rasuna varieties of arabica and processed by the traditional sumatra washed and wethulled method founded in  ae coffee  tea is a specialty coffee roaster and cafe in nashua new hampshire visit aeroasterycom for more information,a chocolaty confidently savory classic sumatra wethulled cup
Honduras COMSA Natural,A&E Coffee & Tea,Medium-Light,United States,Marcala,La Paz Department,4.7,92,February 2022,sweetly savory richtoned black cherry freesialike flowers baking chocolate cashew oak in aroma and cup crisp savoryleaning in structure with juicy acidity satiny mouthfeel the finish consolidates to notes of baking chocolate and cashew ,certified fair trade and usda organic produced by smallholding members of the comsa cooperative and processed by the natural method dried in the whole fruit founded in  ae coffee  tea is a specialty coffee roaster and cafe in nashua new hampshire visit aeroasterycom for more information,a sweet nuttoned honduras natural cup with stone fruit notes throughout and especially juicy acidity
Shakiso Natural,JBC Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,5.58,94,February 2022,deeply aromatic richly sweettart black cherry honeysuckle hazelnut butter baking chocolate tangerine zest in aroma and cup sweetly tart structure with fruittoned winy acidity full syrupysmooth mouthfeel finish consolidates to notes of hazelnut and baking chocolate with support from black cherry,southern ethiopia coffees like this one are largely produced from distinctive indigenous ethiopian varieties of arabica long grown in the region this is a dryprocessed or natural version meaning the beans were dried inside the fruit rather than after the fruit has been removed as is the case with washed coffees jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,a complex fruitcentered guji cup with richly sweet floral and deep citrus and nut tones
Cerro Azul Geisha Honey Process,JBC Coffee Roasters,Medium-Light,United States,Trujillo,Valle Del Cauca,15.87,94,February 2022,richly sweet fruitforward dried apricot cocoa nib star jasmine almond maple syrup in aroma and cup sweetly tart structure with bright juicy acidity crisp syrupy mouthfeel long lingering finish that centers on dried apricot and cocoa notes supported by cedarlike wood,rainforest alliancecertified produced by the herrera brothers of granja la esperanza at cerro azul farm entirely of the celebrated geisha variety of arabica and processed by the honey method skins are removed but at least some of the sticky fruit flesh is allowed to dry on the beans jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,deep floral and fruitdriven with notes of dried stone fruit spicetoned flowers and rich cocoa
La Esmeralda Diamond Mountain Washed Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Boquete Growing Region,Panama,6.68,94,February 2022,hightoned floral narcissus apricot almond tangerine zest sandalwood in aroma and cup balanced sweet structure with bright acidity plush syrupy mouthfeel the resonant finish centers around narcissus and tangerine zest,produced at the famous panama producer hacienda la esmeralda and processed by the washed method fruit skin and flesh are removed from the beans before they are dried satur specialty coffee is a farmtocup roastery coffee shop and sca training center visit wwwsaturcomtw for more information,an appealing washed panama cup with richly spicetoned florals and citrus zest as throughlines
Yirgacheffe Specialty Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Konga Village,Gedeo Zone,5.26,93,February 2022,richly sweet berrytoned strawberry magnolia orange zest dark chocolate cedar in aroma and cup sweettart structure with bright juicy acidity velvetysmooth mouthfeel the finish consolidates to notes of strawberry and dark chocolate with cedar undertones,southern ethiopia coffees like this one are largely produced from distinctive indigenous ethiopian landrace varieties of arabica long grown in the region processed by the natural method dried in the whole fruit satur specialty coffee is a farmtocup roastery coffee shop and sca training center visit wwwsaturcomtw for more information,a crisp cleanly fruittoned ethiopia natural cup
Guatemala Single-Origin Espresso,De Clieu Coffee,Medium-Light,Taiwan,New Oriente Growing Region,Guatemala,5.38,93,February 2022,evaluated as espresso richly chocolaty sweetly tart dark chocolate pomegranate narcissus lemon verbena cedar in aroma and small cup crisp satiny mouthfeel chocolaty finish with sweet herb undertones in three parts milk chocolate notes are further amplified supported by cedar and pomegranate tones,produced at el durazno farm owned by rabanales estate and processed by the washed method fruit skin and flesh are removed from the beans before they are dried de clieu coffee is a taiwanbased roaster whose mission it is to explore extraordinary coffees for more information visit wwwfacebookcomdeclieucoffeetaipei,a solid singleorigin guatemala espresso balanced and bright particularly chocolaty in cappuccinoscaled milk
COE Sidama Bona 74110,VERYTIME,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,6.37,93,February 2022,sweetly fruitforward deeply aromatic passion fruit tangerine zest cocoa nib lemon verbena agave syrup in aroma and cup sweettart structure with vibrant acidity satinysmooth mouthfeel the finish centers around notes of tangerine with cocoa undertones,produced by ayele tulu entirely of the  variety of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried verytime is a specialty nanoroaster based in taoyuan taiwan visit facebookcomverytime for more information,a nuanced balanced washed ethiopia cup with deep tropical fruit cocoa and spicy floral notes
Ethiopia Yirgacheffe Adorsi G1,VERYTIME,Medium-Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,6.37,93,February 2022,deeply sweet intense perfumy guava ripe banana chocolate fudge oak lily in aroma and cup juicysweet and lactic yogurty in structure with pleasingly tart acidity syrupysmooth mouthfeel crisply sweet finish consolidates to notes of chocolate fudge lily and oak,produced by aricha adorsi from trees of indigenous landrace varieties of arabica long grown in the yirgacheffe region and processed by the anaerobic natural method fermented in the whole fruit in a hermetically sealed vessel verytime is a specialty nanoroaster based in taoyuan taiwan visit facebookcomverytime for more information,a chocolaty fruitforward cup with undertones of rich florals and deep aromatic wood
Tiger Blend Espresso,VERYTIME,Medium-Light,Taiwan,Ethiopia,Brazil,3.54,91,February 2022,evaluated as espresso sweetly nuttoned earthy almond caramel fresh humus lily orange zest in aroma and small cup satiny mouthfeel richly sweet earthtoned finish in three parts milk caramel and nutdriven,a blend of coffees from ethiopia brazil india indonesia and guatemala roasted for espresso verytime is a specialty nanoroaster based in taoyuan taiwan visit facebookcomverytime for more information,an affordable and intriguing blend that is simultaneously sweet and earthtoned particularly rich in cappuccinoscaled milk
Gayo Mandheling Specialty Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Aceh Province,Sumatra,5.26,93,February 2022,rich deep sweetly earthtoned pipe tobacco baking chocolate date pistachio jasmine in aroma and cup sweet structure with pert acidity full creamy mouthfeel pipe tobacco and cashew complicate the chocolaty finish,produced by smallholding farmers and processed by the indonesia washed and wethulled method satur specialty coffee is a farmtocup roastery coffee shop and sca training center visit wwwsaturcomtw for more information,a rich crisply chocolaty sumatra cup laced with sweetspicy flowers
Ethiopia Yirgacheffe G1,VERYTIME,Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,4.25,91,February 2022,a friendly accessible naturalprocessed ethiopia cup crisply sweet deeply chocolaty with hints of spicy florals throughout,produced by smallholding farmers in the wete rural village from trees of indigenous landrace varieties of arabica long grown in the yirgacheffe region and processed by the natural method dried in the whole fruit verytime is a specialty nanoroaster based in taoyuan taiwan visit facebookcomverytime for more information,a friendly accessible naturalprocessed ethiopia cup crisply sweet deeply chocolaty with hints of spicy florals throughout
Karen J Kona Red Bourbon Natural Anaerobic,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,22.02,95,February 2022,richtoned deeply floral wisteria cocoa nib apricot maple syrup pink grapefruit zest in aroma and cup balanced sweet structure with juicy but elegant acidity plush satiny mouthfeel the finish is all flowers supported by deep cocoa notes,produced entirely from trees of the red bourbon variety of arabica and grown on hula daddys higher elevation farm processed by the natural anaerobic method this presentation of the coffee is named for coowner karen paterson whose middle name is jue and whose favorite coffee is the red bourbon hula daddy is a boutique coffee producer with farms at the  and foot levels of the mount hualalai volcano near the northern end of the kona growing district five minutes above the town of kailuakona visit wwwhuladaddycom or call  for more information,a regular muchanticipated hula daddy offering this years karen j red bourbon is lush deep balanced and refined with aromatic intrigue that plays out beautifully on the palate
El Salvador Finca Mileydi Pacamara,Red Rooster Coffee Roaster,Medium-Light,United States,Cantón El Tunel,La Palma,7.35,95,February 2022,richly sweetsavory mulberry lemon verbena dark chocolate pink grapefruit zest magnolia in aroma and cup crisply sweet structure with vibrant balanced acidity plush syrupy mouthfeel chocolaty finish with undertones of magnolia and pink grapefruit zest,produced by ever and norelvia diaz of finca mileydi entirely of the pacamara variety of arabica and processed by the semiwashed or honey method skins are removed but at least some of the sticky fruit flesh is allowed to dry on the beans the coffee won first place in the  el salvador cup of excellence established in  red rooster is an organiccertified microroaster focusing on socially conscious highquality coffee visit redroostercoffeecom or call  for more information,a richtoned floral and chocolaty pacamara cup with ballast from notes of bittersweet citrus zest
El Salvador Las Veraneras Red Bourbon,Red Rooster Coffee Roaster,Medium-Light,United States,Apaneca Ilamatepec Mountain Range,Cantón El Tunel,5.58,94,February 2022,delicately sweettart fruitforward dried apricot cocoa nib turmeric sticky rice lemon balm in aroma and cup tartleaning structure with juicy bright acidity full satinysmooth mouthfeel the resonant finish consolidates to notes of dried apricot and turmeric,produced by jorge cruz reyes and laura rubio entirely of the red bourbon variety of arabica and processed by the anaerobic natural method fermented in the whole fruit in a hermetically sealed vessel established in  red rooster is an organiccertified microroaster focusing on socially conscious highquality coffee visit redroostercoffeecom or call  for more information,paradoxically delicate and deep this el salvador anaerobic natural offers dried stone fruit notes at the top and sweet herb notes underneath for a wide range of sensory pleasure
Guo Mei Zhu,Luv Moshi,Medium-Light,Taiwan,Nariño Department,Colombia,4.67,93,February 2022,balanced chocolaty nuttoned baking chocolate hazelnut butter date orange zest cedar in aroma and cup sweet in structure with bright acidity crisp velvety mouthfeel the nuttoned finish is long and very sweet,produced by smallholding farmers from trees of the caturra typica castillo and colombia varieties of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried luv moshi is a taiwanbased specialty coffee roaster visit httpswwwfacebookcomluvmoshi for more information,a classic colombia cup bright balanced chocolaty and richly nutty
Macarena Colombia,JBC Coffee Roasters,Medium-Light,United States,Piendamó,Cauca Department,7.94,94,March 2022, intensely aromatic chocolaty and fruittoned dark chocolate framboise molasses sandalwood gardenia in aroma and cup richly sweet structure with winy acidity very full satiny mouthfeel the finish leads with notes of dark chocolate and framboise quieting to sandalwoodtoned molasses in the long,produced by wilton benitez entirely of the tabi variety of arabica and processed by a proprietary doubleanaerobic method fruit is fermented with limited oxygen jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,an aromatically nuanced colombia cup deeptoned and complex processed by an experimental method
Haraaz Red Yemen,JBC Coffee Roasters,Medium-Light,United States,Al Mashtal Ul Burhani,Yemen,11.02,94,March 2022,richly spicetoned fruitforward goji berry amber dried ginger cashew freesialike flowers in aroma and cup sweet in structure with hightoned acidity plush syrupy mouthfeel the flavorsaturated finish consolidates to notes of goji berry and amber,produced by ahmed shabbir husein al obaraat from trees of traditional yemeni varieties of arabica and processed by the natural method dried in the whole fruit jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information, an intoxicatingly spicetoned cup  warming resonant rich
Nicaragua Sabino Maria,Nostalgia Coffee Roasters,Medium-Light,United States,Jinotega Department,Nicaragua,6.17,93,March 2022,crisply sweet cocoatoned cocoa nib red plum maple syrup freshcut oak lemonthyme in aroma and cup sweet structure with bright juicy acidity smooth satiny mouthfeel finish consolidates to notes of maple syrup and cocoa nib,produced by sabino and maria jesus of finca la fuente from trees of the red catua caturra and caturra estrella varieties of arabica and processed by the washed method nostalgia coffee roasters was founded by taylor fields in  as a mobile caf it has since added specialty roasting and online sales of select fine coffees visit wwwnostalgiacoffeeroasterscom for more information,an impressively balanced bright nicaragua cup with sweet herb undertones
Twisted V.7 Espresso,JBC Coffee Roasters,Medium-Light,United States,Central America,South America,5.0,93,March 2022,evaluated as espresso pistachio tea rose baking chocolate freshcut fir dried plum in aroma and small cup crisp satiny mouthfeel sweetly nuttoned chocolaty finish in three parts milk both chocolate and nut tones are amplified while spicetoned florals persist,a blend of coffees from south america central america and africa all wetprocessed fruit skin and flesh are removed from the beans before they are dried roasted for espresso jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,a very appealing and affordable espresso blend animated by rich floral chocolate and nut tones especially vibrant in cappuccinoscaled milk
Kaori Espresso Blend,Treeman Coffee,Medium-Light,Taiwan,Ethiopia,Central America,4.0,92,March 2022,evaluated as espresso fruitforward chocolaty dark chocolate black cherry lily molasses cedar in aroma and small cup very syrupy mouthfeel crisp chocolaty finish in three parts milk dark chocolate notes take center stage supported by notes of black cherry and lily,a blend of two coffees a washed ethiopia and a naturalprocessed ethiopia roasted for espresso applications treeman coffee is a taiwanbased specialty coffee roaster visit wwwtreemantw for more information,a balanced deeptoned fruitforward ethiopia espresso
Chokoreeto Espresso Blend,Treeman Coffee,Medium-Light,Taiwan,Costa Rica,Ethiopia,5.6,92,March 2022,evaluated as espresso chocolaty gently bittersweet pomegranate baking chocolate black walnut clove freshcut fir in aroma and small cup delicate smooth mouthfeel chocolaty nuttoned finish in three parts milk crisp chocolate is amplified and nut tones deepen ,a blend of two coffees a washedprocess costa rica and a naturalprocess ethiopia roasted for espresso applications treeman coffee is a taiwanbased specialty coffee roaster visit wwwtreemantw for more information,an easygoing espresso blend with a chocolate throughline and crisp nut and warm spice tones
El Salvador Anarquia Pacamara,Tipico Coffee,Light,United States,Apaneca,El Salvador,6.47,94,March 2022,deeptoned richly sweetsavory pomegranate toffee shiitake mushroom dark chocolate marjoram in aroma and cup sweetly savory structure with balanced bright acidity plush syrupy mouthfeel the resonant finish consolidates to notes of pomegranate and dark chocolate with a hint of shiitake mushroom,produced by alejandro valiente of finca anarquia entirely of the bigbeaned pacamara variety of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried tipico coffee is a caf and specialty coffee roaster based in buffalo new york visit wwwtipicocoffeecom for more information,a complex nuanced multilayered el salvador pacamara cup equal parts sweet and savory
Tanzania Peaberry,Chaos Coffee Company,Medium-Light,United States,Tanzania,Apaneca,4.26,93,March 2022,vibrantly sweet richly savory toffee black currant sandalwood pink grapefruit zest gardenia in aroma and cup sweettoned with brisk acidity full syrupy smooth mouthfeel the finish is evocative of toffee and sandalwood with undertones of pink grapefruit zest,this sample consists entirely of peaberries a kind of bean that results when the coffee fruit develops a single oval bean rather than the usual pair of flatsided beans peaberries produce a somewhat different cup than normal beans from the same crop from which they may or may not be separated during grading tanzania is particularly associated with its peaberry grades chaos coffee co is based in bayboro north carolina and offers artisanroasted specialty coffee visit wwwchaoscoffeecoshop for more information,a complex deeptoned floral tanzania cup at a very attractive price
Ethiopia Karamo Natural,Tipico Coffee,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.22,93,March 2022,gently sweettart citrustoned cocoa nib tangerine lilac mango cedar in aroma and cup richly sweet structure with brisk acidity full syrupy mouthfeel the quietly tart finish consolidates to cocoatoned mango and cedar,produced by nigusse gemeda mude from trees of local heirloom varieties of arabica and processed by the natural method dried in the whole fruit tipico coffee is a caf and specialty coffee roaster based in buffalo new york visit wwwtipicocoffeecom for more information,a tropicalleaning naturalprocessed ethiopia cup driven by hightoned fruit and deep floral tones with a cocoa nib throughline
Guatemala Reserve Las Moritas Yellow Pacamara,Tipico Coffee,Medium-Light,United States,El Progresso Department,Guatemala,6.47,93,March 2022,deeptoned richly sweet dark chocolate toffee dried persimmon hazelnut cedar in aroma and cup sweet structure with gentle acidity full syrupy smooth mouthfeel chocolaty finish with undertones of rich cedar,produced by the gomez family of finca las moritas entirely of the yellow pacamara variety of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried tipico coffee is a caf and specialty coffee roaster based in buffalo new york visit wwwtipicocoffeecom for more information,a flavorsaturated confident guatemala pacamara cup chocolaty and rich
Colombia Sidra Natural Signature Selection,Bird Rock Coffee Roasters,Light,United States,Caicedonia,Valle De Cauca Department,40.56,96,March 2022,richly fruitsaturated balanced juicy black cherry bourbon barrel cocoa nib wisteria candycap mushroom in aroma and small cup deep sweetsavory structure with hightoned malic acidity plush syrupy mouthfeel resonant long flavorladen finish that fulfills the promise of the cup,produced by rigoberto and roberto herrera entirely of the admired sidra variety of arabica and processed by a proprietary naturalprocess extended fermentation method bird rock coffee roasters is a retailer and wholesaler focused on organic and socially responsible coffees it was awarded the  microroaster of the year title by roast magazine visit wwwbirdrockcoffeecom or call  for more information,an exquisitely structured colombia sidra cup processed by an experimental method that highlights notes of rich fruit and sweet whiskey
Colombia Finca El Paraiso Geisha Letty,Paradise Roasters,Light,United States,Cauca,Colombia,35.27,97,February 2022,ultrahightoned fruitdriven richly floral wisteria dried nectarine pistachio brittle calamansi lime tarragon in aroma and cup deeply sweet structure with resoundingly bright lively acidity delicately silky viscous mouthfeel long floraltoned finish supported by bittersweet citrus,produced by diego bermudez of finca el paraiso entirely of the geisha variety of arabica and processed by the doubleanaerobic washed method in which the fermentation occurs in a hermetically sealed vessel paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins paradise prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,this doubleanaerobic colombia geisha has a remarkable and surprising cup profile that is at turns fruity and floral tart yet singingly sweet 
Monarch Estate Pacamara,Monarch Coffee,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,36.11,94,February 2022,richly sweetsavory complex layered dark chocolate lilac candycap mushroom cedar black cherry in aroma and cup sweetly tart structure with bright juicy acidity very full creamy mouthfeel the resonant finish consolidates to notes of cocoatoned lilac and black cherry,produced by the stille family entirely of the bigbeaned pacamara variety of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried monarch coffee is an awardwinning coffee farm and specialty roaster of  estategrown kona coffee on the big island of hawaii visit wwwmonarchcoffeecom for more information, a nuanced kona pacamara cup with deeptoned stone fruit dark chocolate and sweet floral notes and an umami undercurrent suggesting candycap mushroom
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,Paradise Roasters,Medium-Light,United States,Holualoa,Kona Growing Region,35.27,94,February 2022,richly sweet deeply layered lychee tangerine zest mesquite star jasmine agave syrup in aroma and cup sweettart structure with vibrantly bright acidity very full syrupy mouthfeel the finish consolidates to notes of agave syrup and mesquite,produced at uluwehi farm entirely of the sl variety of arabica and processed by an experimental washed method that adds wine yeast during the fermentation step paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins paradise prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,an inviting complex unusual cup with notes of tropical fruit spicy flowers and rich aromatic wood
Ka’u IPA Natural,Paradise Roasters,Medium-Light,United States,Ka’U Growing Region,Big Island Of Hawai’I,22.05,95,February 2022,complex hightoned resiny malt amber pomelo baking chocolate date in aroma and cup brightly bittersweet structure with juicy acidity plush satiny mouthfeel perfumed finish with leading notes of amber and pomelo,grown by miranda farms entirely of the red catuai variety of arabica and processed by miguel meza by a proprietary method that utilizes a yeast strain associated with the style of beer known as indian pale ale or ipa during fermentation paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins paradise prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,an experimentally processed red catuai grown on hawaii island and processed with beer yeast promoting a uniquely brisk and complex cup
Honduras Finca Cerro Azul Yellow Pacas,Paradise Roasters,Medium-Light,United States,Siguatepeque,Comayagua Department,10.58,93,February 2022,balanced delicately fruittoned dried apricot caramel coriander oak milk chocolate in aroma and cup sweettoned structure with gently brisk acidity plush syrupy mouthfeel the finish centers around notes of carameltoned apricot with chocolate undertones,produced by the mierisch family of finca cerro azul entirely of the yellow pacas variety of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins paradise prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,a confident expression of the yellow pacas variety of arabica richly sweet with notes of stone fruit complicated by a hint of corianderlike spice
Ecuador Finca Lugmapata Mejorado,Paradise Roasters,Light,United States,Pallatanga,Chimborazo,10.58,95,February 2022,richly floral crisply spicetoned bergamot ginger blossom cocoa nib sandalwood cashew butter in aroma and cup sweetly tart structure with bright lovely acidity viscous silky mouthfeel resonant long flavorsaturated finish,produced at finca lugmapata entirely of the typica mejorado variety of arabica and processed by the washed method genetic testing suggests that the typica majorado is not a typica variety but shares bourbon and ethiopia ancestry paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins paradise prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,an elegant rich deeptoned ecuador cup driven by floral and spice notes with an especially bright balanced acidity
Monarch Estate Hawaiian Gesha,Monarch Coffee,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,37.04,92,February 2022,crisply sweettart cocoatoned cocoa nib pomegranate freesia almond butter orange zest in aroma and cup sweettart structure with brisk acidity lightly satiny mouthfeel cocoaand nuttoned finish with undertones of orange zest,produced by the stille family entirely of the gesha also spelled geisha variety of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried monarch coffee is an awardwinning coffee farm and specialty roaster of  estategrown kona coffee on the big island of hawaii visit wwwmonarchcoffeecom for more information,an inviting straightforward kona gesha cup balanced and bright with pleasing suggestions of tart fruit and spicy florals
‘Ōpio Kona,Monarch Coffee,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,11.46,91,February 2022,chocolaty crisply sweet baking chocolate date hazelnut magnolia a hint of marjoram in aroma and cup sweet structure with gentle round acidity plush syrupy mouthfeel crisp chocolaty finish,produced by the stille family entirely of the gesha also spelled geisha variety of arabica and processed by the washed method fruit skin and flesh are removed from the beans before they are dried this is an early harvest of the monarch estate hawaiian gesha and roasted a bit darker than the farms main harvest of that variety monarch coffee is an awardwinning coffee farm and specialty roaster of  estategrown kona coffee on the big island of hawaii visit wwwmonarchcoffeecom for more information,an easydrinking mediumroasted hawaiian gesha cup deep and chocolaty
Hawai’i Ka’u Classic Dark,Paradise Roasters,Medium,United States,Ka’U Growing Region,Big Island Of Hawai’I,17.64,92,February 2022,roastrounded chocolaty fruitforward scorched cedar nutella molasses dried plum magnolia in aroma and cup sweet structure with very gentle acidity plush creamy mouthfeel the finish consolidates around nutella and magnolia with a hint of smoke ,grown by miranda farms and jn farms from trees of the typica bourbon and catuai varieties of arabica and processed by miguel meza of paradise by the washed method fruit skin and flesh are removed from the beans before they are dried paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins paradise prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,sturdy chocolaty smooth rich  also makes a good espresso shot
Sumatra Boru Batak,Bird Rock Coffee Roasters,Medium-Light,United States,Lintongnihuta,Northern Sumatra,6.17,95,April 2022,lushly floraltoned chocolaty dark chocolate wisteria fine musk dried lychee pistachio in aroma and cup juicy sweetsavory structure with floral acidity big syrupy mouthfeel with pleasingly tannic texture finish consolidates to notes of musky tropical fruit delicate and perfumy with crisp pistachio undertones,produced by smallholding farmers from trees of the ateng jember and garundang varieties of arabica and processed by the traditional sumatra wethulled method bird rock coffee roasters is a retailer and wholesaler focused on organic and socially responsible coffees it was awarded the  microroaster of the year title by roast magazine visit wwwbirdrockcoffeecom or call  for more information,a wideranging deeply nuanced sumatra cup  complex enigmatic floral chocolaty tropical
Honduras Reserve Luis Nolasco Nanolot,Old Soul Co.,Medium-Light,United States,Santa Elena,Honduras,6.17,93,April 2022,crisply sweet bright and balanced cocoa nib cherry brown sugar lemon thyme magnolia in aroma and cup sweetly tart with brisk acidity plush syrupy mouthfeel cocoatoned finish with notes of brown sugar and magnolia,imported via mayra orellanapowells catracha coffee produced by luis nolasco entirely of the catuai variety of arabica and processed by the traditional washed method fruit skin and flesh are removed from the beans before they are dried old soul is a roastery bakery and crafter of artisanal goods dedicated to quality in every form visit wwwoldsoulcocom or call  for more information,a balanced satisfying honduras cup produced in partnership with catracha coffee a profitsharing export and development organization focused on improving the coffees and livelihood of farmers in the community of santa elena
Barokah Honey Sumatra,JBC Coffee Roasters,Medium-Light,United States,Gunung Tujuh,Kerinci,5.58,95,March 2022,spicetoned complex deep baking spices dates blood orange cedar brown sugar in aroma and cup sweet structure with bright lively acidity crisp creamy mouthfeel long resonant lingering integrated finish,produced by members of koerintji barokah bersama cooperative from the andung sari and sigarar utang varieties of arabica and processed by the honey method in which some of the fruit flesh is left on the coffee seed during the drying process jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,a nuanced multilayered richly aromatic sumatra cup characterized by notes of baking spices and citrus zest  and a serious bargain as well
Secret Lovers Blend,Hey Brown,Medium-Light,Taiwan,Costa Rica,El Salvador,5.69,93,March 2022,evaluated as espresso chocolaty and fruittoned goji berry dark chocolate thyme cedar gardenia in aroma and small cup crisp satiny mouthfeel sweetly tart chocolaty finish in three parts milk chocolate and fruit notes drive the profile which remains richly sweet into the long finish,a blend of coffees from costa rica el salvador and papua new guinea roasted for espresso applications hey brown is a taiwanbased specialty roaster visit httpswwwfacebookcomheybrowncaffee for more information,a balanced hightoned espresso blend animated by notes of dried fruit sweet herbs and rich dark chocolate
Espresso Blend,Ba Yang Coffee,Medium,Taiwan,India,Brazil,1.13,92,March 2022,evaluated as espresso chocolaty and nuttoned baking chocolate cashew date cedar marjoram in aroma and small cup creamy mouthfeel crisp finish with undertones of freshcut fir in three parts milk chocolate and sweet nut pleasingly dominate,a blend of coffees from india brazil ethiopia indonesia and colombia roasted for espresso brewing ba yang coffee is a specialty roaster based in new taipei city taiwan  visit wwwrutencomtwstorekikii for more information,a friendly accessible richly chocolatedriven espresso blend with nut and rich aromatic wood notes throughout
